order_id,customer_id,rider_id,facility_id,order_date,order_time,service_type,weight_kg,base_price_per_kg,discount_pct,final_amount,payment_method,status,pickup_time,delivery_time,customer_rating,is_first_order,promo_used
ORD01531,CUST0419,RIDER032,FAC03,25-08-2024,7.40.29,Premium Care,7.8,599,0,4672.2,Credit Card,Cancelled,,,,FALSE,FALSE
ORD01532,CUST0204,RIDER005,FAC08,25-05-2023,11.12.10,Premium Care,4.7,599,0,2815.3,Wallet,Completed,25-05-2023 13.40,25-05-2023 23.45,4,FALSE,FALSE
ORD01533,CUST0309,RIDER051,FAC04,20-10-2023,18.57.24,Premium Care,7.9,599,20,3785.68,Credit Card,Cancelled,,,,FALSE,FALSE
ORD01534,CUST0223,RIDER001,FAC05,06-01-2024,20.29.07,Wash & Iron,4.9,299,0,1465.1,UPI,Completed,06-01-2024 22.33,07-01-2024 10.46,3.1,FALSE,TRUE
ORD01535,CUST0500,RIDER049,FAC02,04-11-2024,8.48.46,Ironing,7.3,149,20,870.16,Credit Card,Completed,04-11-2024 10.27,05-11-2024 5.48,5,FALSE,TRUE
ORD01536,CUST0316,RIDER047,FAC02,27-11-2024,13.39.12,Wash & Fold,3,199,0,597,Debit Card,Delayed,27-11-2024 16.35,28-11-2024 16.37,,FALSE,FALSE
ORD01537,CUST0265,RIDER052,FAC08,24-10-2024,11.20.24,Wash & Fold,7.1,199,10,1271.61,Debit Card,Cancelled,,,,FALSE,FALSE
ORD01538,CUST0153,RIDER011,FAC03,27-02-2024,4.46.05,Wash & Iron,1.9,299,0,568.1,Debit Card,Cancelled,,,,FALSE,FALSE
ORD01539,CUST0219,RIDER028,FAC02,05-07-2024,0.33.54,Dry Clean,1.4,399,0,558.6,Wallet,Completed,05-07-2024 3.58,05-07-2024 13.23,4.9,FALSE,FALSE
ORD01540,CUST0439,RIDER024,FAC07,08-04-2023,4.04.36,Premium Care,7.6,599,20,3641.92,Wallet,Cancelled,,,,TRUE,TRUE
ORD01541,CUST0221,RIDER037,FAC06,04-01-2024,1.21.16,Ironing,2.7,149,20,321.84,Cash,Completed,04-01-2024 4.00,04-01-2024 20.14,2.9,FALSE,FALSE
ORD01542,CUST0364,RIDER011,FAC06,13-05-2024,14.54.49,Ironing,6.9,149,0,1028.1,Credit Card,Completed,13-05-2024 18.11,14-05-2024 7.14,4.9,FALSE,FALSE
ORD01543,CUST0038,RIDER032,FAC06,25-04-2024,12.53.49,Ironing,7,149,0,1043,UPI,Completed,25-04-2024 15.08,26-04-2024 8.20,3.1,TRUE,FALSE
ORD01544,CUST0370,RIDER005,FAC04,30-05-2024,3.42.23,Dry Clean,7.8,399,0,3112.2,Wallet,Completed,30-05-2024 7.07,31-05-2024 4.41,3.7,FALSE,TRUE
ORD01545,CUST0001,RIDER050,FAC05,20-08-2023,16.09.19,Dry Clean,6.7,399,20,2138.64,Cash,Completed,20-08-2023 17.37,21-08-2023 9.47,3.6,FALSE,FALSE
ORD01546,CUST0241,RIDER027,FAC06,20-11-2023,2.28.53,Dry Clean,6.4,399,0,2553.6,UPI,Completed,20-11-2023 6.12,21-11-2023 6.31,4.4,FALSE,FALSE
ORD01547,CUST0086,RIDER056,FAC06,04-05-2024,5.43.11,Wash & Fold,7.8,199,10,1396.98,UPI,Completed,04-05-2024 6.32,05-05-2024 3.58,3.2,FALSE,FALSE
ORD01548,CUST0041,RIDER047,FAC02,29-01-2023,18.27.52,Premium Care,6.7,599,0,4013.3,Debit Card,Completed,29-01-2023 20.44,30-01-2023 11.01,4.7,FALSE,FALSE
ORD01549,CUST0252,RIDER053,FAC08,13-09-2024,23.22.23,Premium Care,3.7,599,0,2216.3,UPI,Cancelled,,,,TRUE,TRUE
ORD01550,CUST0390,RIDER016,FAC03,10-07-2023,22.36.08,Wash & Fold,6,199,0,1194,Credit Card,Completed,10-07-2023 23.30,11-07-2023 11.31,2.7,FALSE,FALSE
ORD01551,CUST0421,RIDER035,FAC07,02-04-2024,3.40.19,Wash & Iron,3.8,299,0,1136.2,Debit Card,Delayed,02-04-2024 6.43,02-04-2024 18.46,,FALSE,FALSE
ORD01552,CUST0498,RIDER058,FAC07,17-01-2023,8.14.48,Wash & Iron,4.7,299,0,1405.3,Debit Card,Completed,17-01-2023 9.52,18-01-2023 4.29,4.2,FALSE,FALSE
ORD01553,CUST0154,RIDER017,FAC01,08-06-2023,5.41.04,Dry Clean,3.4,399,0,1356.6,Wallet,Completed,08-06-2023 6.22,08-06-2023 18.46,4.8,FALSE,FALSE
ORD01554,CUST0087,RIDER003,FAC02,14-10-2024,18.46.50,Wash & Iron,4.4,299,0,1315.6,Wallet,Cancelled,,,,FALSE,TRUE
ORD01555,CUST0194,RIDER007,FAC02,13-10-2024,17.52.37,Ironing,7.1,149,0,1057.9,Debit Card,Completed,13-10-2024 20.45,14-10-2024 21.46,3.8,FALSE,FALSE
ORD01556,CUST0152,RIDER030,FAC03,24-09-2023,8.18.35,Dry Clean,6.6,399,0,2633.4,Credit Card,Delayed,24-09-2023 9.13,25-09-2023 3.43,,TRUE,FALSE
ORD01557,CUST0358,RIDER051,FAC01,03-12-2024,22.07.16,Wash & Iron,5.7,299,0,1704.3,Wallet,Completed,03-12-2024 23.53,04-12-2024 12.51,4.2,FALSE,TRUE
ORD01558,CUST0174,RIDER047,FAC04,12-05-2024,13.08.08,Dry Clean,1.6,399,10,574.56,Wallet,Completed,12-05-2024 15.00,13-05-2024 0.33,3.2,FALSE,FALSE
ORD01559,CUST0002,RIDER024,FAC04,28-10-2023,23.15.40,Wash & Iron,1.9,299,0,568.1,UPI,Completed,29-10-2023 0.54,29-10-2023 22.19,2.8,FALSE,FALSE
ORD01560,CUST0265,RIDER026,FAC01,22-08-2023,22.54.10,Wash & Fold,1.9,199,0,378.1,Debit Card,Cancelled,,,,FALSE,TRUE
ORD01561,CUST0329,RIDER006,FAC07,03-07-2023,16.45.17,Wash & Fold,3.8,199,0,756.2,Debit Card,Completed,03-07-2023 18.33,04-07-2023 4.56,4.6,FALSE,FALSE
ORD01562,CUST0074,RIDER024,FAC03,09-01-2023,12.06.14,Dry Clean,5.1,399,0,2034.9,UPI,Completed,09-01-2023 12.48,10-01-2023 10.25,4,FALSE,FALSE
ORD01563,CUST0333,RIDER053,FAC03,19-08-2024,1.14.04,Wash & Iron,6.3,299,0,1883.7,Cash,Delayed,19-08-2024 3.49,19-08-2024 15.12,,TRUE,FALSE
ORD01564,CUST0152,RIDER043,FAC06,19-02-2024,8.09.25,Wash & Iron,1.3,299,20,310.96,Debit Card,Completed,19-02-2024 9.52,20-02-2024 8.31,4.5,FALSE,FALSE
ORD01565,CUST0264,RIDER006,FAC02,17-04-2023,11.01.28,Wash & Fold,3.2,199,10,573.12,Wallet,Cancelled,,,,TRUE,FALSE
ORD01566,CUST0145,RIDER049,FAC06,11-07-2024,23.19.03,Premium Care,5.2,599,0,3114.8,Cash,Completed,12-07-2024 1.40,12-07-2024 15.26,5,FALSE,TRUE
ORD01567,CUST0121,RIDER052,FAC07,08-09-2024,20.59.51,Ironing,2,149,0,298,UPI,Completed,08-09-2024 21.40,09-09-2024 18.01,4.5,FALSE,FALSE
ORD01568,CUST0009,RIDER009,FAC04,25-11-2023,14.21.27,Wash & Fold,4.1,199,0,815.9,Debit Card,Delayed,25-11-2023 15.23,26-11-2023 7.49,,FALSE,TRUE
ORD01569,CUST0372,RIDER041,FAC02,27-01-2024,10.38.31,Ironing,1.2,149,0,178.8,Cash,Completed,27-01-2024 13.31,27-01-2024 22.12,3.7,TRUE,FALSE
ORD01570,CUST0303,RIDER021,FAC05,27-09-2023,9.57.27,Premium Care,4.1,599,0,2455.9,Cash,Completed,27-09-2023 11.05,27-09-2023 23.56,3.9,TRUE,FALSE
ORD01571,CUST0028,RIDER021,FAC08,25-07-2023,5.18.50,Ironing,2.5,149,10,335.25,UPI,Completed,25-07-2023 8.14,26-07-2023 9.57,3.9,FALSE,FALSE
ORD01572,CUST0208,RIDER038,FAC04,25-12-2024,5.18.19,Premium Care,5.5,599,0,3294.5,Cash,Completed,25-12-2024 9.10,26-12-2024 10.44,3.3,FALSE,FALSE
ORD01573,CUST0004,RIDER024,FAC08,01-06-2023,7.29.22,Ironing,6,149,0,894,UPI,Delayed,01-06-2023 10.20,02-06-2023 2.42,,FALSE,FALSE
ORD01574,CUST0329,RIDER007,FAC03,02-08-2024,12.09.48,Wash & Iron,6.9,299,20,1650.48,Credit Card,Completed,02-08-2024 14.33,03-08-2024 1.58,2.6,FALSE,FALSE
ORD01575,CUST0069,RIDER014,FAC07,18-06-2023,13.25.54,Dry Clean,7,399,0,2793,Debit Card,Delayed,18-06-2023 16.02,19-06-2023 9.14,,FALSE,TRUE
ORD01576,CUST0317,RIDER056,FAC03,11-03-2024,11.39.54,Dry Clean,3.3,399,10,1185.03,Debit Card,Completed,11-03-2024 15.26,12-03-2024 15.28,2.9,FALSE,FALSE
ORD01577,CUST0094,RIDER002,FAC02,25-12-2024,17.21.02,Dry Clean,2.6,399,0,1037.4,Debit Card,Completed,25-12-2024 20.07,26-12-2024 4.26,4.2,TRUE,FALSE
ORD01578,CUST0338,RIDER005,FAC03,27-05-2023,17.19.48,Dry Clean,6.3,399,0,2513.7,Wallet,Completed,27-05-2023 18.51,28-05-2023 6.16,2.5,FALSE,FALSE
ORD01579,CUST0227,RIDER021,FAC07,07-09-2023,9.24.16,Wash & Fold,3.3,199,0,656.7,Wallet,Completed,07-09-2023 10.20,08-09-2023 2.10,4.2,FALSE,FALSE
ORD01580,CUST0080,RIDER012,FAC07,21-06-2023,18.17.48,Wash & Fold,1.2,199,10,214.92,Credit Card,Completed,21-06-2023 21.33,22-06-2023 22.42,4.8,FALSE,FALSE
ORD01581,CUST0206,RIDER060,FAC05,19-06-2023,14.13.33,Dry Clean,7.6,399,0,3032.4,Cash,Delayed,19-06-2023 16.29,20-06-2023 18.41,,TRUE,FALSE
ORD01582,CUST0320,RIDER033,FAC05,03-01-2023,16.17.39,Dry Clean,4.9,399,0,1955.1,Credit Card,Completed,03-01-2023 19.35,04-01-2023 9.14,4.1,TRUE,FALSE
ORD01583,CUST0332,RIDER056,FAC07,12-05-2024,8.18.10,Wash & Iron,6.5,299,0,1943.5,Cash,Completed,12-05-2024 9.15,13-05-2024 1.13,4.5,FALSE,TRUE
ORD01584,CUST0432,RIDER003,FAC04,19-12-2023,4.47.31,Wash & Iron,2,299,0,598,Cash,Completed,19-12-2023 8.14,19-12-2023 23.17,3,FALSE,FALSE
ORD01585,CUST0162,RIDER039,FAC08,07-05-2024,16.04.25,Wash & Iron,7.2,299,10,1937.52,Wallet,Completed,07-05-2024 19.07,08-05-2024 8.06,3,FALSE,FALSE
ORD01586,CUST0040,RIDER017,FAC07,31-03-2024,23.51.48,Premium Care,5.8,599,10,3126.78,UPI,Cancelled,,,,FALSE,FALSE
ORD01587,CUST0397,RIDER056,FAC07,02-09-2023,15.54.53,Ironing,1.1,149,0,163.9,Debit Card,Delayed,02-09-2023 19.12,03-09-2023 7.35,,FALSE,TRUE
ORD01588,CUST0479,RIDER057,FAC02,22-06-2023,18.25.40,Premium Care,2.8,599,0,1677.2,UPI,Completed,22-06-2023 19.16,23-06-2023 16.23,3.3,FALSE,FALSE
ORD01589,CUST0471,RIDER057,FAC03,27-06-2023,1.49.33,Ironing,1.1,149,10,147.51,Credit Card,Completed,27-06-2023 4.43,27-06-2023 20.59,4.8,FALSE,FALSE
ORD01590,CUST0259,RIDER045,FAC08,30-06-2024,4.34.46,Ironing,7.6,149,0,1132.4,UPI,Delayed,30-06-2024 5.38,30-06-2024 20.43,,FALSE,FALSE
ORD01591,CUST0169,RIDER043,FAC05,13-02-2024,19.58.39,Dry Clean,7.4,399,0,2952.6,UPI,Completed,13-02-2024 22.19,14-02-2024 16.06,3.5,TRUE,FALSE
ORD01592,CUST0295,RIDER039,FAC05,22-07-2024,0.10.59,Dry Clean,5.9,399,0,2354.1,Cash,Delayed,22-07-2024 1.58,22-07-2024 15.58,,TRUE,FALSE
ORD01593,CUST0278,RIDER016,FAC01,05-02-2024,6.08.50,Wash & Iron,5.8,299,10,1560.78,Wallet,Cancelled,,,,FALSE,FALSE
ORD01594,CUST0197,RIDER026,FAC03,06-06-2023,9.04.28,Wash & Iron,6.6,299,0,1973.4,UPI,Cancelled,,,,TRUE,FALSE
ORD01595,CUST0268,RIDER026,FAC06,30-11-2024,17.24.12,Ironing,6.1,149,10,818.01,Debit Card,Completed,30-11-2024 21.13,01-12-2024 11.30,4.4,FALSE,FALSE
ORD01596,CUST0267,RIDER051,FAC07,19-03-2023,13.49.31,Dry Clean,2.8,399,0,1117.2,Wallet,Completed,19-03-2023 14.20,20-03-2023 5.11,4.6,FALSE,TRUE
ORD01597,CUST0134,RIDER005,FAC08,25-02-2023,8.57.45,Wash & Iron,3.7,299,0,1106.3,Debit Card,Completed,25-02-2023 10.00,26-02-2023 10.46,2.5,FALSE,FALSE
ORD01598,CUST0421,RIDER031,FAC01,06-06-2023,13.55.37,Premium Care,3.8,599,0,2276.2,UPI,Completed,06-06-2023 14.29,07-06-2023 13.07,3.6,FALSE,FALSE
ORD01599,CUST0089,RIDER003,FAC06,05-02-2023,9.42.27,Premium Care,3.1,599,20,1485.52,UPI,Completed,05-02-2023 13.24,06-02-2023 6.27,3.9,FALSE,FALSE
ORD01600,CUST0034,RIDER053,FAC08,17-04-2024,19.14.19,Ironing,6.2,149,0,923.8,Wallet,Delayed,17-04-2024 21.45,18-04-2024 16.08,,FALSE,FALSE
ORD01601,CUST0108,RIDER024,FAC07,29-09-2024,21.33.56,Premium Care,7.1,599,0,4252.9,Wallet,Completed,29-09-2024 23.14,30-09-2024 9.31,3.2,TRUE,FALSE
ORD01602,CUST0499,RIDER001,FAC06,02-02-2023,19.21.41,Wash & Iron,2.4,299,10,645.84,Cash,Completed,02-02-2023 22.29,03-02-2023 16.19,4.1,FALSE,FALSE
ORD01603,CUST0222,RIDER001,FAC03,09-06-2024,17.02.11,Wash & Fold,7.2,199,0,1432.8,Wallet,Delayed,09-06-2024 20.12,10-06-2024 5.19,,FALSE,TRUE
ORD01604,CUST0171,RIDER034,FAC05,08-11-2024,5.38.07,Wash & Fold,6.6,199,30,919.38,Wallet,Completed,08-11-2024 9.19,09-11-2024 4.39,4.6,TRUE,TRUE
ORD01605,CUST0224,RIDER030,FAC06,31-08-2023,11.26.11,Dry Clean,1.3,399,0,518.7,Wallet,Delayed,31-08-2023 13.28,01-09-2023 5.19,,FALSE,FALSE
ORD01606,CUST0082,RIDER013,FAC01,24-05-2024,18.25.51,Ironing,1.5,149,20,178.8,Wallet,Delayed,24-05-2024 19.51,25-05-2024 20.16,,FALSE,FALSE
ORD01607,CUST0293,RIDER027,FAC03,13-10-2024,17.56.24,Premium Care,3.2,599,10,1725.12,Credit Card,Completed,13-10-2024 20.52,14-10-2024 18.56,4.1,FALSE,FALSE
ORD01608,CUST0236,RIDER027,FAC08,30-11-2023,11.54.16,Wash & Fold,6.2,199,0,1233.8,Debit Card,Cancelled,,,,FALSE,FALSE
ORD01609,CUST0329,RIDER059,FAC02,21-10-2024,16.13.16,Wash & Iron,2.3,299,0,687.7,Debit Card,Completed,21-10-2024 17.21,22-10-2024 12.17,2.7,FALSE,FALSE
ORD01610,CUST0421,RIDER022,FAC05,12-09-2024,0.04.02,Wash & Fold,4.3,199,0,855.7,Cash,Completed,12-09-2024 3.17,13-09-2024 3.53,4.1,FALSE,TRUE
ORD01611,CUST0258,RIDER038,FAC01,23-11-2023,12.58.54,Dry Clean,2.6,399,0,1037.4,Credit Card,Completed,23-11-2023 14.15,24-11-2023 6.40,4.7,FALSE,FALSE
ORD01612,CUST0278,RIDER041,FAC08,21-03-2024,5.23.15,Wash & Fold,1.3,199,20,206.96,UPI,Completed,21-03-2024 6.59,21-03-2024 20.30,4.2,FALSE,FALSE
ORD01613,CUST0104,RIDER038,FAC02,13-12-2023,21.45.08,Premium Care,3.3,599,0,1976.7,Wallet,Delayed,14-12-2023 1.01,14-12-2023 16.13,,FALSE,FALSE
ORD01614,CUST0030,RIDER036,FAC05,16-10-2024,18.31.37,Wash & Iron,6.2,299,0,1853.8,Debit Card,Completed,16-10-2024 20.15,17-10-2024 5.24,3.8,FALSE,FALSE
ORD01615,CUST0269,RIDER002,FAC03,31-10-2023,9.26.02,Dry Clean,3.8,399,0,1516.2,UPI,Cancelled,,,,FALSE,FALSE
ORD01616,CUST0015,RIDER041,FAC06,28-04-2023,5.40.56,Dry Clean,5.2,399,10,1867.32,UPI,Completed,28-04-2023 6.34,29-04-2023 2.17,3.9,FALSE,TRUE
ORD01617,CUST0262,RIDER050,FAC03,22-12-2024,2.35.56,Premium Care,5.5,599,0,3294.5,UPI,Delayed,22-12-2024 4.27,23-12-2024 0.46,,FALSE,FALSE
ORD01618,CUST0068,RIDER015,FAC08,12-12-2024,0.26.56,Wash & Iron,3.7,299,10,995.67,Credit Card,Cancelled,,,,FALSE,TRUE
ORD01619,CUST0156,RIDER039,FAC08,05-03-2024,17.52.22,Premium Care,7.3,599,0,4372.7,UPI,Delayed,05-03-2024 20.09,06-03-2024 20.46,,FALSE,FALSE
ORD01620,CUST0499,RIDER013,FAC06,23-11-2023,18.50.51,Wash & Iron,3.3,299,0,986.7,Debit Card,Completed,23-11-2023 22.21,24-11-2023 21.11,4.2,TRUE,FALSE
ORD01621,CUST0175,RIDER041,FAC01,03-07-2023,9.42.02,Wash & Fold,6.4,199,20,1018.88,Debit Card,Delayed,03-07-2023 13.20,04-07-2023 0.54,,FALSE,FALSE
ORD01622,CUST0141,RIDER046,FAC05,05-10-2023,15.50.35,Dry Clean,5.5,399,0,2194.5,Debit Card,Cancelled,,,,TRUE,FALSE
ORD01623,CUST0334,RIDER059,FAC02,31-01-2024,10.19.38,Premium Care,2.5,599,30,1048.25,Credit Card,Completed,31-01-2024 11.03,01-02-2024 11.55,4.8,FALSE,FALSE
ORD01624,CUST0479,RIDER050,FAC02,22-10-2024,20.39.13,Wash & Fold,2.4,199,0,477.6,UPI,Completed,22-10-2024 21.33,23-10-2024 16.38,4,FALSE,FALSE
ORD01625,CUST0322,RIDER018,FAC06,24-04-2024,22.40.49,Wash & Iron,4.8,299,20,1148.16,Cash,Completed,24-04-2024 23.59,26-04-2024 2.07,3.8,FALSE,FALSE
ORD01626,CUST0489,RIDER020,FAC01,22-03-2024,5.32.56,Ironing,1.2,149,10,160.92,UPI,Completed,22-03-2024 8.55,23-03-2024 1.14,3.6,FALSE,FALSE
ORD01627,CUST0188,RIDER029,FAC03,08-01-2024,15.29.00,Dry Clean,6.3,399,0,2513.7,Wallet,Completed,08-01-2024 19.01,09-01-2024 10.18,4.8,FALSE,FALSE
ORD01628,CUST0046,RIDER022,FAC06,01-07-2023,9.09.17,Wash & Fold,4.6,199,30,640.78,Debit Card,Delayed,01-07-2023 10.23,01-07-2023 19.11,,FALSE,FALSE
ORD01629,CUST0131,RIDER035,FAC04,26-06-2023,3.16.26,Dry Clean,2.2,399,0,877.8,Wallet,Delayed,26-06-2023 5.04,26-06-2023 23.13,,FALSE,FALSE
ORD01630,CUST0177,RIDER048,FAC06,29-12-2023,9.22.44,Dry Clean,3.1,399,10,1113.21,Wallet,Completed,29-12-2023 12.21,30-12-2023 3.48,3.2,TRUE,FALSE
ORD01631,CUST0040,RIDER033,FAC02,27-07-2023,22.56.16,Premium Care,1.8,599,0,1078.2,Cash,Completed,28-07-2023 0.36,29-07-2023 2.28,3.9,TRUE,FALSE
ORD01632,CUST0362,RIDER038,FAC05,11-08-2023,16.05.19,Wash & Fold,2.6,199,10,465.66,Wallet,Completed,11-08-2023 18.55,12-08-2023 10.39,3,FALSE,FALSE
ORD01633,CUST0124,RIDER013,FAC01,21-01-2023,1.30.52,Dry Clean,5.1,399,10,1831.41,Credit Card,Completed,21-01-2023 3.53,21-01-2023 17.21,3.6,FALSE,FALSE
ORD01634,CUST0097,RIDER027,FAC07,25-12-2024,13.05.28,Wash & Fold,5,199,10,895.5,Cash,Completed,25-12-2024 16.03,26-12-2024 3.33,3.6,FALSE,FALSE
ORD01635,CUST0143,RIDER012,FAC01,19-11-2023,17.15.19,Wash & Iron,4,299,0,1196,Credit Card,Completed,19-11-2023 21.14,20-11-2023 19.30,4.5,FALSE,TRUE
ORD01636,CUST0498,RIDER028,FAC04,26-06-2024,21.20.31,Dry Clean,2.9,399,0,1157.1,Cash,Completed,26-06-2024 22.05,28-06-2024 0.20,3.7,FALSE,TRUE
ORD01637,CUST0151,RIDER002,FAC03,04-01-2024,10.34.49,Wash & Iron,5.3,299,0,1584.7,Credit Card,Delayed,04-01-2024 12.08,05-01-2024 10.02,,FALSE,FALSE
ORD01638,CUST0193,RIDER053,FAC01,18-02-2023,16.11.58,Wash & Iron,3.1,299,0,926.9,UPI,Completed,18-02-2023 18.13,19-02-2023 8.29,3.9,FALSE,FALSE
ORD01639,CUST0325,RIDER022,FAC06,22-10-2023,20.26.39,Dry Clean,1.5,399,0,598.5,Wallet,Completed,22-10-2023 23.31,23-10-2023 19.52,4.4,FALSE,FALSE
ORD01640,CUST0440,RIDER051,FAC06,07-12-2023,17.25.55,Wash & Iron,7,299,0,2093,UPI,Completed,07-12-2023 18.58,08-12-2023 3.13,4.9,FALSE,FALSE
ORD01641,CUST0282,RIDER026,FAC08,19-02-2023,8.34.51,Dry Clean,6.8,399,10,2441.88,Credit Card,Completed,19-02-2023 11.48,20-02-2023 11.58,3,FALSE,FALSE
ORD01642,CUST0375,RIDER048,FAC02,01-01-2023,14.47.39,Ironing,4.3,149,0,640.7,Debit Card,Completed,01-01-2023 15.31,02-01-2023 15.43,4.2,FALSE,FALSE
ORD01643,CUST0163,RIDER014,FAC02,26-04-2023,14.08.53,Ironing,1.6,149,0,238.4,Credit Card,Cancelled,,,,FALSE,TRUE
ORD01644,CUST0027,RIDER045,FAC06,11-01-2023,20.18.28,Premium Care,3.3,599,0,1976.7,Wallet,Completed,11-01-2023 23.05,12-01-2023 14.45,2.6,TRUE,FALSE
ORD01645,CUST0222,RIDER031,FAC07,09-01-2024,3.44.19,Dry Clean,1.6,399,0,638.4,Credit Card,Completed,09-01-2024 5.22,10-01-2024 5.45,4.1,FALSE,TRUE
ORD01646,CUST0217,RIDER020,FAC03,12-09-2024,3.50.51,Premium Care,1.5,599,0,898.5,Debit Card,Completed,12-09-2024 6.30,12-09-2024 21.50,4.4,FALSE,FALSE
ORD01647,CUST0037,RIDER024,FAC05,01-03-2024,13.53.35,Wash & Fold,2,199,0,398,Credit Card,Cancelled,,,,FALSE,TRUE
ORD01648,CUST0332,RIDER045,FAC06,10-11-2023,23.39.41,Wash & Fold,1.4,199,0,278.6,UPI,Completed,11-11-2023 3.31,11-11-2023 18.57,4.2,FALSE,TRUE
ORD01649,CUST0039,RIDER017,FAC06,12-08-2023,22.25.30,Wash & Fold,1.7,199,10,304.47,Wallet,Completed,13-08-2023 0.20,13-08-2023 16.11,3.9,TRUE,FALSE
ORD01650,CUST0143,RIDER003,FAC01,09-11-2023,2.00.28,Wash & Iron,7.2,299,0,2152.8,Debit Card,Delayed,09-11-2023 4.19,09-11-2023 15.20,,FALSE,FALSE
ORD01651,CUST0379,RIDER040,FAC01,12-04-2023,8.32.30,Dry Clean,5.7,399,0,2274.3,UPI,Completed,12-04-2023 9.31,12-04-2023 18.56,2.8,FALSE,FALSE
ORD01652,CUST0499,RIDER008,FAC04,12-06-2023,9.27.26,Dry Clean,5,399,0,1995,Credit Card,Delayed,12-06-2023 10.34,12-06-2023 21.35,,FALSE,FALSE
ORD01653,CUST0412,RIDER020,FAC08,18-09-2023,14.49.36,Wash & Iron,5.8,299,0,1734.2,Cash,Completed,18-09-2023 16.23,19-09-2023 8.59,4.5,FALSE,FALSE
ORD01654,CUST0224,RIDER049,FAC08,01-12-2023,0.41.01,Wash & Iron,2.4,299,0,717.6,Cash,Completed,01-12-2023 3.44,01-12-2023 21.57,4.1,FALSE,FALSE
ORD01655,CUST0428,RIDER050,FAC02,29-05-2024,2.10.11,Premium Care,4.9,599,10,2641.59,Debit Card,Completed,29-05-2024 4.50,30-05-2024 3.30,4.2,FALSE,FALSE
ORD01656,CUST0081,RIDER024,FAC04,11-11-2023,0.24.12,Ironing,6.7,149,0,998.3,Wallet,Completed,11-11-2023 1.50,11-11-2023 23.22,2.7,FALSE,FALSE
ORD01657,CUST0082,RIDER019,FAC08,23-03-2023,17.33.43,Ironing,4.3,149,30,448.49,Debit Card,Completed,23-03-2023 18.56,24-03-2023 18.36,4.8,FALSE,FALSE
ORD01658,CUST0325,RIDER057,FAC06,02-06-2024,0.21.08,Dry Clean,3.4,399,0,1356.6,Credit Card,Delayed,02-06-2024 3.15,03-06-2024 3.11,,FALSE,FALSE
ORD01659,CUST0235,RIDER056,FAC07,08-12-2024,10.13.44,Wash & Iron,4.5,299,0,1345.5,Credit Card,Completed,08-12-2024 11.05,09-12-2024 2.57,4.4,FALSE,FALSE
ORD01660,CUST0296,RIDER002,FAC07,30-07-2023,20.15.32,Dry Clean,7.6,399,0,3032.4,UPI,Cancelled,,,,FALSE,FALSE
ORD01661,CUST0337,RIDER005,FAC07,18-08-2023,22.29.39,Premium Care,4.3,599,10,2318.13,UPI,Cancelled,,,,FALSE,FALSE
ORD01662,CUST0126,RIDER002,FAC08,24-01-2024,10.24.37,Wash & Fold,1.7,199,20,270.64,Credit Card,Cancelled,,,,FALSE,FALSE
ORD01663,CUST0491,RIDER036,FAC01,02-01-2024,5.57.46,Dry Clean,6.4,399,10,2298.24,Wallet,Completed,02-01-2024 7.25,03-01-2024 3.05,4.7,FALSE,FALSE
ORD01664,CUST0401,RIDER050,FAC08,11-06-2023,13.31.15,Wash & Fold,1.9,199,0,378.1,Cash,Completed,11-06-2023 15.24,12-06-2023 3.29,3,FALSE,FALSE
ORD01665,CUST0106,RIDER059,FAC04,04-08-2024,12.07.54,Premium Care,7.9,599,10,4258.89,Wallet,Completed,04-08-2024 15.34,05-08-2024 5.25,2.8,TRUE,FALSE
ORD01666,CUST0341,RIDER006,FAC02,30-10-2024,10.16.22,Premium Care,5.4,599,0,3234.6,Credit Card,Completed,30-10-2024 12.09,31-10-2024 6.28,4.1,FALSE,FALSE
ORD01667,CUST0282,RIDER015,FAC04,15-08-2023,21.43.42,Premium Care,4.2,599,10,2264.22,Debit Card,Completed,16-08-2023 1.41,16-08-2023 10.30,3.1,TRUE,TRUE
ORD01668,CUST0291,RIDER039,FAC05,30-10-2023,15.13.07,Wash & Fold,2.2,199,10,394.02,Wallet,Cancelled,,,,TRUE,FALSE
ORD01669,CUST0337,RIDER052,FAC04,01-06-2023,5.14.11,Dry Clean,2.6,399,30,726.18,Debit Card,Completed,01-06-2023 7.24,02-06-2023 4.03,3.8,TRUE,TRUE
ORD01670,CUST0308,RIDER014,FAC01,13-03-2024,13.38.16,Premium Care,6.6,599,0,3953.4,UPI,Delayed,13-03-2024 14.21,13-03-2024 23.30,,FALSE,FALSE
ORD01671,CUST0396,RIDER002,FAC01,12-03-2023,18.59.22,Wash & Fold,3.8,199,30,529.34,Debit Card,Cancelled,,,,FALSE,FALSE
ORD01672,CUST0279,RIDER003,FAC02,25-11-2024,2.30.31,Wash & Fold,2.1,199,0,417.9,Wallet,Completed,25-11-2024 5.59,26-11-2024 6.28,4,FALSE,TRUE
ORD01673,CUST0031,RIDER014,FAC06,18-10-2024,19.43.30,Dry Clean,2.8,399,20,893.76,Credit Card,Completed,18-10-2024 21.16,19-10-2024 9.17,2.7,TRUE,FALSE
ORD01674,CUST0041,RIDER021,FAC08,05-06-2024,9.56.08,Wash & Fold,4.4,199,20,700.48,UPI,Cancelled,,,,FALSE,FALSE
